Gene stable ID,Transcript stable ID,Gene type,Gene name,miRBase accession,miRBase ID
ENSG00000266305,ENST00000580665,miRNA,MIR4518,MI0016884,hsa-mir-4518
ENSG00000221465,ENST00000408538,miRNA,AL162502.1,,
ENSG00000263502,ENST00000584011,miRNA,AC134878.2,,
ENSG00000252855,ENST00000517046,miRNA,AC134878.1,,
ENSG00000207954,ENST00000385219,miRNA,MIR138-1,MI0000476,hsa-mir-138-1
ENSG00000264774,ENST00000581863,miRNA,AC099669.1,,
ENSG00000238958,ENST00000459037,miRNA,AC098649.1,,
ENSG00000207783,ENST00000385049,miRNA,MIR564,MI0003570,hsa-mir-564
ENSG00000265677,ENST00000577622,miRNA,AL137229.1,,
ENSG00000266015,ENST00000582498,miRNA,MIR4309,MI0015837,hsa-mir-4309
ENSG00000251927,ENST00000516118,miRNA,AC099539.1,,
ENSG00000211990,ENST00000390701,miRNA,AL117209.1,,
ENSG00000266447,ENST00000582474,miRNA,AC046143.2,,
ENSG00000221718,ENST00000408791,miRNA,AC046143.1,,
ENSG00000239117,ENST00000459487,miRNA,AL161669.1,,
ENSG00000222545,ENST00000410613,miRNA,AC080037.1,,
ENSG00000265333,ENST00000577367,miRNA,MIR3137,MI0014160,hsa-mir-3137
ENSG00000264677,ENST00000577864,miRNA,AL355490.2,,
ENSG00000265398,ENST00000583345,miRNA,AL139239.1,,
ENSG00000221419,ENST00000408492,miRNA,MIR1287,MI0006349,hsa-mir-1287
ENSG00000264610,ENST00000578185,miRNA,MIR4685,MI0017317,hsa-mir-4685
ENSG00000265161,ENST00000580394,miRNA,AC011293.1,,
ENSG00000212061,ENST00000390772,miRNA,AC016543.1,,
ENSG00000265991,ENST00000579767,miRNA,MIR4519,MI0016885,hsa-mir-4519
ENSG00000211591,ENST00000390236,miRNA,MIR762,MI0003892,hsa-mir-762
ENSG00000252809,ENST00000517000,miRNA,AC135050.1,,
ENSG00000265632,ENST00000581515,miRNA,AC069240.1,,
ENSG00000265002,ENST00000581090,miRNA,AC026495.1,,
ENSG00000221431,ENST00000408504,miRNA,AC092925.1,,
ENSG00000264904,ENST00000583855,miRNA,AL139300.1,,
ENSG00000252586,ENST00000516777,miRNA,AC002992.1,,
ENSG00000207967,ENST00000385232,miRNA,MIR620,MI0003634,hsa-mir-620
ENSG00000220989,ENST00000408062,miRNA,AC063944.1,,
ENSG00000221457,ENST00000408530,miRNA,AC092958.1,,
ENSG00000221540,ENST00000408613,miRNA,MIR1180,MI0006273,hsa-mir-1180
ENSG00000264652,ENST00000582839,miRNA,MIR4649,MI0017276,hsa-mir-4649
ENSG00000264439,ENST00000580575,miRNA,AL136001.1,,
ENSG00000207568,ENST00000384836,miRNA,MIR203,MI0017343,hsa-mir-203b
ENSG00000207568,ENST00000384836,miRNA,MIR203,MI0000283,hsa-mir-203a
ENSG00000252785,ENST00000516976,miRNA,AC103809.1,,
ENSG00000221354,ENST00000408427,miRNA,AC131280.1,,
ENSG00000264306,ENST00000583198,miRNA,AC104304.2,,
ENSG00000263768,ENST00000578007,miRNA,AC060226.1,,
ENSG00000221724,ENST00000408797,miRNA,AC078855.1,,
ENSG00000216084,ENST00000401265,miRNA,AC131213.1,,
ENSG00000264037,ENST00000582069,miRNA,MIR4472-2,MI0016824,hsa-mir-4472-2
ENSG00000264624,ENST00000581999,miRNA,MIR3615,MI0016005,hsa-mir-3615
ENSG00000207551,ENST00000384820,miRNA,MIR608,MI0003621,hsa-mir-608
ENSG00000265322,ENST00000584700,miRNA,MIR3118-6,MI0015981,hsa-mir-3118-6
ENSG00000265322,ENST00000584700,miRNA,MIR3118-6,MI0014207,hsa-mir-3118-4
ENSG00000266545,ENST00000585138,miRNA,MIR5701-1,MI0019593,hsa-mir-5701-2
ENSG00000266545,ENST00000585138,miRNA,MIR5701-1,MI0019308,hsa-mir-5701-1
ENSG00000221754,ENST00000408827,miRNA,MIR1260A,MI0006394,hsa-mir-1260a
ENSG00000264511,ENST00000578455,miRNA,MIR3678,MI0016079,hsa-mir-3678
ENSG00000265636,ENST00000579379,miRNA,AC100787.1,,
ENSG00000265793,ENST00000582779,miRNA,MIR3118-4,MI0015981,hsa-mir-3118-6
ENSG00000265793,ENST00000582779,miRNA,MIR3118-4,MI0014207,hsa-mir-3118-4
ENSG00000264326,ENST00000578157,miRNA,MIR4657,MI0017285,hsa-mir-4657
ENSG00000266443,ENST00000583674,miRNA,AC099778.1,,
ENSG00000272231,ENST00000606199,miRNA,AC136188.1,,
ENSG00000264155,ENST00000577845,miRNA,AC090015.1,,
ENSG00000264902,ENST00000578890,miRNA,MIR5701-2,MI0019593,hsa-mir-5701-2
ENSG00000264902,ENST00000578890,miRNA,MIR5701-2,MI0019308,hsa-mir-5701-1
ENSG00000215964,ENST00000401145,miRNA,AC055813.1,,
ENSG00000265291,ENST00000582316,miRNA,MIR4710,MI0017344,hsa-mir-4710
ENSG00000264797,ENST00000579683,miRNA,AL356756.1,,
ENSG00000252541,ENST00000516732,miRNA,AC092905.1,,
ENSG00000265956,ENST00000583183,miRNA,MIR4445,MI0016788,hsa-mir-4445
ENSG00000263565,ENST00000579134,miRNA,MIR4738,MI0017376,hsa-mir-4738
ENSG00000266457,ENST00000577585,miRNA,AC026318.1,,
ENSG00000221585,ENST00000408658,miRNA,MIR1226,MI0006313,hsa-mir-1226
ENSG00000252694,ENST00000516885,miRNA,AC006371.1,,
ENSG00000265483,ENST00000585052,miRNA,MIR4443,MI0016786,hsa-mir-4443
ENSG00000252466,ENST00000516657,miRNA,MIR2115,MI0010634,hsa-mir-2115
ENSG00000264209,ENST00000579939,miRNA,AC104448.1,,
ENSG00000211535,ENST00000390201,miRNA,MIR711,MI0012488,hsa-mir-711
ENSG00000263898,ENST00000577502,miRNA,MIR4793,MI0017440,hsa-mir-4793
ENSG00000263436,ENST00000583596,miRNA,MIR3158-2,MI0014187,hsa-mir-3158-2
ENSG00000263436,ENST00000583596,miRNA,MIR3158-2,MI0014186,hsa-mir-3158-1
ENSG00000239163,ENST00000459199,miRNA,AC007056.1,,
ENSG00000221178,ENST00000408251,miRNA,AC008045.1,,
ENSG00000221280,ENST00000408353,miRNA,AC026366.1,,
ENSG00000266220,ENST00000578366,miRNA,AC010723.2,,
ENSG00000221418,ENST00000408491,miRNA,AC003968.1,,
ENSG00000221641,ENST00000408714,miRNA,MIR1268A,MI0006405,hsa-mir-1268a
ENSG00000263930,ENST00000579193,miRNA,MIR4509-1,MI0016875,hsa-mir-4509-3
ENSG00000263930,ENST00000579193,miRNA,MIR4509-1,MI0016874,hsa-mir-4509-2
ENSG00000263930,ENST00000579193,miRNA,MIR4509-1,MI0016873,hsa-mir-4509-1
ENSG00000266591,ENST00000578721,miRNA,AC022537.1,,
ENSG00000207813,ENST00000385078,miRNA,MIR605,MI0003618,hsa-mir-605
ENSG00000216022,ENST00000401203,miRNA,AC068062.1,,
ENSG00000199032,ENST00000362162,miRNA,MIR425,MI0001448,hsa-mir-425
ENSG00000221000,ENST00000408073,miRNA,AC116165.1,,
ENSG00000207605,ENST00000384873,miRNA,MIR191,MI0000465,hsa-mir-191
ENSG00000264201,ENST00000583094,miRNA,MIR4701,MI0017334,hsa-mir-4701
ENSG00000207692,ENST00000384959,miRNA,MIR592,MI0003604,hsa-mir-592
ENSG00000251989,ENST00000516180,miRNA,AL160011.1,,
ENSG00000202569,ENST00000365699,miRNA,MIR146B,MI0003129,hsa-mir-146b
ENSG00000264197,ENST00000584827,miRNA,AP001781.1,,
ENSG00000207952,ENST00000385217,miRNA,MIR624,MI0003638,hsa-mir-624
ENSG00000263784,ENST00000582500,miRNA,AL136418.1,,
ENSG00000239124,ENST00000459619,miRNA,AC091565.1,,
ENSG00000207588,ENST00000384856,miRNA,MIR593,MI0003605,hsa-mir-593
ENSG00000207705,ENST00000384972,miRNA,MIR129-1,MI0000252,hsa-mir-129-1
ENSG00000221429,ENST00000408502,miRNA,AC018635.1,,
ENSG00000263921,ENST00000583830,miRNA,AC013737.1,,
ENSG00000221594,ENST00000408667,miRNA,MIR548F1,MI0006374,hsa-mir-548f-1
ENSG00000264633,ENST00000582451,miRNA,MIR4271,MI0015879,hsa-mir-4271
ENSG00000222079,ENST00000410147,miRNA,AC020636.1,,
ENSG00000264747,ENST00000583084,miRNA,MIR3924,MI0016432,hsa-mir-3924
ENSG00000266798,ENST00000516356,miRNA,AC078816.1,,
ENSG00000266252,ENST00000581432,miRNA,AL031768.1,,
ENSG00000266750,ENST00000583158,miRNA,MIR4645,MI0017272,hsa-mir-4645
ENSG00000263413,ENST00000581377,miRNA,AL928742.1,,
ENSG00000266597,ENST00000578042,miRNA,AL928742.2,,
ENSG00000263506,ENST00000584510,miRNA,MIR5193,MI0018172,hsa-mir-5193
ENSG00000263651,ENST00000579722,miRNA,AC139451.1,,
ENSG00000207922,ENST00000385187,miRNA,MIR566,MI0003572,hsa-mir-566
ENSG00000207940,ENST00000385205,miRNA,MIR567,MI0003573,hsa-mir-567
ENSG00000265244,ENST00000583762,miRNA,AL358340.1,,
ENSG00000263691,ENST00000581314,miRNA,AL355885.1,,
ENSG00000238347,ENST00000458911,miRNA,AC100757.1,,
ENSG00000238737,ENST00000459602,miRNA,AC100756.1,,
ENSG00000265673,ENST00000584178,miRNA,MIR4508,MI0016872,hsa-mir-4508
ENSG00000221767,ENST00000408840,miRNA,MIR1307,MI0006444,hsa-mir-1307
ENSG00000264024,ENST00000581070,miRNA,AL901608.1,,
ENSG00000265612,ENST00000579784,miRNA,hsa-mir-4539,MI0016910,hsa-mir-4539
ENSG00000266706,ENST00000582202,miRNA,AL122127.5,,
ENSG00000265517,ENST00000581918,miRNA,AL122127.2,,
ENSG00000264473,ENST00000581318,miRNA,hsa-mir-4538,MI0016909,hsa-mir-4538
ENSG00000263751,ENST00000581354,miRNA,AL122127.1,,
ENSG00000266408,ENST00000581720,miRNA,AL122127.4,,
ENSG00000264781,ENST00000581717,miRNA,hsa-mir-4537,MI0016908,hsa-mir-4537
ENSG00000265714,ENST00000580379,miRNA,AL122127.3,,
ENSG00000238593,ENST00000458853,miRNA,AC078785.1,,
ENSG00000264062,ENST00000584830,miRNA,AC131012.1,,
ENSG00000252471,ENST00000516662,miRNA,AC006328.1,,
ENSG00000265253,ENST00000578505,miRNA,MIR4446,MI0016789,hsa-mir-4446
ENSG00000221272,ENST00000408345,miRNA,AC067742.1,,
ENSG00000221094,ENST00000408167,miRNA,AL671972.1,,
ENSG00000263920,ENST00000579246,miRNA,AC067751.1,,
ENSG00000221063,ENST00000408136,miRNA,MIR1296,MI0003780,hsa-mir-1296
ENSG00000221604,ENST00000408677,miRNA,MIR1293,MI0006355,hsa-mir-1293
ENSG00000207556,ENST00000384825,miRNA,MIR636,MI0003651,hsa-mir-636
ENSG00000216083,ENST00000401264,miRNA,MIR936,MI0005758,hsa-mir-936
ENSG00000264060,ENST00000579394,miRNA,MIR4316,MI0015845,hsa-mir-4316
ENSG00000207770,ENST00000385036,miRNA,MIR568,MI0003574,hsa-mir-568
ENSG00000273250,ENST00000610039,miRNA,AL662890.13,,
ENSG00000273197,ENST00000608002,miRNA,AL662890.12,,
ENSG00000264623,ENST00000580742,miRNA,MIR4796,MI0017443,hsa-mir-4796
ENSG00000265020,ENST00000582622,miRNA,MIR4651,MI0017279,hsa-mir-4651
ENSG00000208033,ENST00000385298,miRNA,MIR609,MI0003622,hsa-mir-609
ENSG00000266517,ENST00000584117,miRNA,MIR4715,MI0017349,hsa-mir-4715
ENSG00000266852,ENST00000583050,miRNA,MIR4482-1,MI0016843,hsa-mir-4482
ENSG00000266022,ENST00000583603,miRNA,MIR3609,MI0015999,hsa-mir-3609
ENSG00000266557,ENST00000583999,miRNA,CR759960.1,,
ENSG00000221180,ENST00000408253,miRNA,AB019440.1,,
ENSG00000266665,ENST00000577633,miRNA,MIR4739,MI0017377,hsa-mir-4739
ENSG00000264180,ENST00000584005,miRNA,MIR3135B,MI0016809,hsa-mir-3135b
ENSG00000263423,ENST00000578166,miRNA,CR936913.1,,
ENSG00000221401,ENST00000408474,miRNA,AC025594.1,,
ENSG00000221050,ENST00000408123,miRNA,AC091304.1,,
ENSG00000266039,ENST00000583920,miRNA,MIR4509-3,MI0016875,hsa-mir-4509-3
ENSG00000266039,ENST00000583920,miRNA,MIR4509-3,MI0016874,hsa-mir-4509-2
ENSG00000266039,ENST00000583920,miRNA,MIR4509-3,MI0016873,hsa-mir-4509-1
ENSG00000263964,ENST00000578671,miRNA,MIR4509-2,MI0016875,hsa-mir-4509-3
ENSG00000263964,ENST00000578671,miRNA,MIR4509-2,MI0016874,hsa-mir-4509-2
ENSG00000263964,ENST00000578671,miRNA,MIR4509-2,MI0016873,hsa-mir-4509-1
ENSG00000238607,ENST00000458870,miRNA,AC138749.1,,
ENSG00000221249,ENST00000408322,miRNA,AC004980.1,,
ENSG00000263778,ENST00000578098,miRNA,AL671879.2,,
ENSG00000263532,ENST00000581754,miRNA,AL901607.2,,
ENSG00000238890,ENST00000458833,miRNA,AC078917.1,,
ENSG00000221788,ENST00000408861,miRNA,MIR1252,MI0006434,hsa-mir-1252
ENSG00000266390,ENST00000578799,miRNA,AC027288.2,,
ENSG00000263757,ENST00000582521,miRNA,AC027288.1,,
ENSG00000265433,ENST00000580126,miRNA,MIR4447,MI0016790,hsa-mir-4447
ENSG00000265950,ENST00000580233,miRNA,AL901607.3,,
ENSG00000238331,ENST00000459144,miRNA,AC100791.2,,
ENSG00000264961,ENST00000584535,miRNA,MIR4730,MI0017367,hsa-mir-4730
ENSG00000253012,ENST00000517203,miRNA,AC022538.1,,
ENSG00000264728,ENST00000580872,miRNA,CU442762.3,,
ENSG00000238667,ENST00000459271,miRNA,CU442762.2,,
ENSG00000238477,ENST00000458778,miRNA,CU442762.1,,
ENSG00000271726,ENST00000606635,miRNA,CU442762.4,,
ENSG00000238340,ENST00000459082,miRNA,AC055876.2,,
ENSG00000221359,ENST00000408432,miRNA,AL355512.1,,
ENSG00000264544,ENST00000584200,miRNA,AL355512.2,,
ENSG00000265827,ENST00000580906,miRNA,MIR4680,MI0017312,hsa-mir-4680
ENSG00000221159,ENST00000408232,miRNA,AL356741.1,,
ENSG00000265009,ENST00000582209,miRNA,AC078864.1,,
ENSG00000265804,ENST00000578580,miRNA,AC078864.2,,
ENSG00000207990,ENST00000385255,miRNA,MIR182,MI0000272,hsa-mir-182
ENSG00000199158,ENST00000362288,miRNA,MIR96,MI0000098,hsa-mir-96
ENSG00000207691,ENST00000384958,miRNA,MIR183,MI0000273,hsa-mir-183
ENSG00000263557,ENST00000577493,miRNA,AC073320.1,,
ENSG00000221214,ENST00000408287,miRNA,MIR548E,MI0006344,hsa-mir-548e
ENSG00000265887,ENST00000584159,miRNA,AC073136.1,,
ENSG00000265530,ENST00000578587,miRNA,AL121594.1,,
ENSG00000266264,ENST00000582013,miRNA,AL162311.1,,
ENSG00000199043,ENST00000362173,miRNA,MIR335,MI0000816,hsa-mir-335
ENSG00000207763,ENST00000385030,miRNA,MIR617,MI0003631,hsa-mir-617
ENSG00000208022,ENST00000385287,miRNA,MIR618,MI0003632,hsa-mir-618
ENSG00000265227,ENST00000578957,miRNA,MIR4699,MI0017332,hsa-mir-4699
ENSG00000212071,ENST00000390782,miRNA,AL162511.1,,
ENSG00000221184,ENST00000408257,miRNA,MIR1254-1,MI0006388,hsa-mir-1254-1
ENSG00000207736,ENST00000385003,miRNA,MIR657,MI0003681,hsa-mir-657
ENSG00000211563,ENST00000390137,miRNA,MIR338,MI0014228,hsa-mir-3065
ENSG00000211563,ENST00000390137,miRNA,MIR338,MI0000814,hsa-mir-338
ENSG00000221025,ENST00000408098,miRNA,MIR1250,MI0006385,hsa-mir-1250
ENSG00000221250,ENST00000408323,miRNA,AC120045.1,,
ENSG00000221785,ENST00000408858,miRNA,AC120045.2,,
ENSG00000221723,ENST00000408796,miRNA,AC019322.1,,
ENSG00000221593,ENST00000408666,miRNA,AC026150.2,,
ENSG00000264330,ENST00000577504,miRNA,MIR5186,MI0018165,hsa-mir-5186
ENSG00000222833,ENST00000410901,miRNA,AC069067.1,,
ENSG00000264038,ENST00000583969,miRNA,AC091132.2,,
ENSG00000266327,ENST00000582187,miRNA,MIR4503,MI0016866,hsa-mir-4503
ENSG00000264477,ENST00000584864,miRNA,MIR5682,MI0019282,hsa-mir-5682
ENSG00000263678,ENST00000581491,miRNA,AC072031.1,,
ENSG00000264763,ENST00000585286,miRNA,MIR4295,MI0015822,hsa-mir-4295
ENSG00000221358,ENST00000408431,miRNA,AC026150.1,,
ENSG00000221260,ENST00000408333,miRNA,AC083810.1,,
ENSG00000221121,ENST00000408194,miRNA,AC083811.1,,
ENSG00000221474,ENST00000408547,miRNA,AC068754.1,,
ENSG00000221379,ENST00000408452,miRNA,AC004460.1,,
ENSG00000221774,ENST00000408847,miRNA,AC016821.1,,
ENSG00000207702,ENST00000384969,miRNA,MIR211,MI0000287,hsa-mir-211
ENSG00000264234,ENST00000584790,miRNA,AL161751.1,,
ENSG00000221444,ENST00000408517,miRNA,AC139426.1,,
ENSG00000216100,ENST00000401281,miRNA,AC138710.1,,
ENSG00000266629,ENST00000570796,miRNA,MIR3656,MI0016056,hsa-mir-3656
ENSG00000221318,ENST00000408391,miRNA,AC135983.1,,
ENSG00000272543,ENST00000607364,miRNA,MIR4787,MI0017434,hsa-mir-4787
ENSG00000221211,ENST00000408284,miRNA,AC078794.1,,
ENSG00000222770,ENST00000410838,miRNA,AC138761.1,,
ENSG00000238512,ENST00000459309,miRNA,AC117401.1,,
ENSG00000266383,ENST00000584713,miRNA,MIR5002,MI0017868,hsa-mir-5002
ENSG00000263775,ENST00000584173,miRNA,AC080008.1,,
ENSG00000265981,ENST00000582372,miRNA,MIR544B,MI0014159,hsa-mir-544b
ENSG00000238742,ENST00000459421,miRNA,MIR2110,MI0010629,hsa-mir-2110
ENSG00000221405,ENST00000408478,miRNA,AC123768.2,,
ENSG00000221645,ENST00000408718,miRNA,AL157791.1,,
ENSG00000264426,ENST00000582960,miRNA,MIR4283-2,MI0015982,hsa-mir-4283-2
ENSG00000264426,ENST00000582960,miRNA,MIR4283-2,MI0015892,hsa-mir-4283-1
ENSG00000266205,ENST00000582972,miRNA,AC025678.1,,
ENSG00000221649,ENST00000408722,miRNA,MIR1233-1,MI0015973,hsa-mir-1233-2
ENSG00000221649,ENST00000408722,miRNA,MIR1233-1,MI0006323,hsa-mir-1233-1
ENSG00000264248,ENST00000579524,miRNA,AL603831.1,,
ENSG00000263449,ENST00000585055,miRNA,AC021887.1,,
ENSG00000265299,ENST00000577976,miRNA,CR753651.3,,
ENSG00000263511,ENST00000578903,miRNA,MIR5699,MI0019306,hsa-mir-5699
ENSG00000264228,ENST00000584242,miRNA,CR753651.2,,
ENSG00000266782,ENST00000583207,miRNA,MIR3663,MI0016064,hsa-mir-3663
ENSG00000221065,ENST00000408138,miRNA,MIR1233-2,MI0015973,hsa-mir-1233-2
ENSG00000221065,ENST00000408138,miRNA,MIR1233-2,MI0006323,hsa-mir-1233-1
ENSG00000222631,ENST00000410699,miRNA,AC025426.1,,
ENSG00000266082,ENST00000580451,miRNA,AL138925.1,,
ENSG00000216004,ENST00000401185,miRNA,AL359832.1,,
ENSG00000266168,ENST00000577811,miRNA,MIR3147,MI0014173,hsa-mir-3147
ENSG00000265102,ENST00000585264,miRNA,MIR3942,MI0016599,hsa-mir-3942
ENSG00000238766,ENST00000459103,miRNA,AL513185.1,,
ENSG00000265098,ENST00000578635,miRNA,MIR4510,MI0016876,hsa-mir-4510
ENSG00000264077,ENST00000577262,miRNA,AC010196.1,,
ENSG00000252811,ENST00000517002,miRNA,AC008085.1,,
ENSG00000266719,ENST00000583078,miRNA,MIR4676,MI0017307,hsa-mir-4676
ENSG00000238844,ENST00000459021,miRNA,AC083875.1,,
ENSG00000265039,ENST00000581256,miRNA,AC107016.2,,
ENSG00000199150,ENST00000362280,miRNA,MIRLET7G,MI0000433,hsa-let-7g
ENSG00000207926,ENST00000385191,miRNA,MIR135A1,MI0000452,hsa-mir-135a-1
ENSG00000221695,ENST00000408768,miRNA,AL390335.1,,
ENSG00000266500,ENST00000577890,miRNA,AL138498.1,,
ENSG00000266635,ENST00000580208,miRNA,AC096887.1,,
ENSG00000222219,ENST00000410287,miRNA,AC091736.1,,
ENSG00000264999,ENST00000580047,miRNA,MIR5089,MI0017978,hsa-mir-5089
ENSG00000222084,ENST00000410152,miRNA,AL445074.1,,
ENSG00000221016,ENST00000408089,miRNA,AC002558.1,,
ENSG00000252504,ENST00000516695,miRNA,AC097015.1,,
ENSG00000264261,ENST00000580586,miRNA,AC024908.1,,
ENSG00000220982,ENST00000408055,miRNA,AC009784.1,,
ENSG00000263583,ENST00000584932,miRNA,MIR4522,MI0016889,hsa-mir-4522
ENSG00000207947,ENST00000385212,miRNA,MIR152,MI0000462,hsa-mir-152
ENSG00000221739,ENST00000408812,miRNA,MIR1203,MI0006335,hsa-mir-1203
ENSG00000264420,ENST00000577680,miRNA,AL158111.1,,
ENSG00000263945,ENST00000582739,miRNA,MIR548Y,MI0016595,hsa-mir-548y
ENSG00000264327,ENST00000581952,miRNA,AC024149.1,,
ENSG00000263416,ENST00000579035,miRNA,AC006145.1,,
ENSG00000221262,ENST00000408335,miRNA,AC005159.1,,
ENSG00000222994,ENST00000411062,miRNA,AC006322.1,,
ENSG00000263634,ENST00000583286,miRNA,MIR3919,MI0016425,hsa-mir-3919
ENSG00000266347,ENST00000585304,miRNA,AC068641.1,,
ENSG00000265050,ENST00000585016,miRNA,AC092022.1,,
ENSG00000265762,ENST00000581778,miRNA,AL671859.2,,
ENSG00000207597,ENST00000384865,miRNA,MIR490,MI0003125,hsa-mir-490
ENSG00000221558,ENST00000408631,miRNA,AC024082.1,,
ENSG00000251731,ENST00000515922,miRNA,AL512359.1,,
ENSG00000222888,ENST00000410956,miRNA,AC012467.1,,
ENSG00000264013,ENST00000582157,miRNA,MIR3938,MI0016594,hsa-mir-3938
ENSG00000264146,ENST00000579369,miRNA,AC021654.1,,
ENSG00000207779,ENST00000385045,miRNA,MIR15B,MI0000438,hsa-mir-15b
ENSG00000198987,ENST00000362117,miRNA,MIR16-2,MI0000115,hsa-mir-16-2
ENSG00000266193,ENST00000578556,miRNA,MIR4468,MI0016819,hsa-mir-4468
ENSG00000221732,ENST00000408805,miRNA,AC006452.1,,
ENSG00000207844,ENST00000385109,miRNA,AC061975.8,,
ENSG00000265090,ENST00000584623,miRNA,AC104637.1,,
ENSG00000266757,ENST00000584181,miRNA,AC092962.1,,
ENSG00000221251,ENST00000408324,miRNA,MIR1263,MI0006398,hsa-mir-1263
ENSG00000221755,ENST00000408828,miRNA,MIR720,,
ENSG00000266362,ENST00000578281,miRNA,hsa-mir-877,MI0005561,hsa-mir-877
ENSG00000265548,ENST00000577463,miRNA,AL662825.2,,
ENSG00000266702,ENST00000583768,miRNA,AL732442.1,,
ENSG00000265988,ENST00000580692,miRNA,CR753815.2,,
ENSG00000207650,ENST00000384917,miRNA,MIR570,MI0003577,hsa-mir-570
ENSG00000266182,ENST00000578690,miRNA,BX088523.2,,
ENSG00000264411,ENST00000578113,miRNA,BX470194.1,,
ENSG00000264008,ENST00000577264,miRNA,MIR4640,MI0017267,hsa-mir-4640
ENSG00000211518,ENST00000390184,miRNA,AC006988.1,,
ENSG00000223029,ENST00000411097,miRNA,AC004969.1,,
ENSG00000215922,ENST00000401103,miRNA,AC092965.1,,
ENSG00000264302,ENST00000585070,miRNA,MIR4723,MI0017359,hsa-mir-4723
ENSG00000238720,ENST00000459195,miRNA,CT476828.2,,
ENSG00000263866,ENST00000583429,miRNA,hsa-mir-877,MI0005561,hsa-mir-877
ENSG00000264822,ENST00000583939,miRNA,CR753328.2,,
ENSG00000263550,ENST00000584599,miRNA,CR753328.1,,
ENSG00000263628,ENST00000577482,miRNA,MIR3155A,MI0016839,hsa-mir-3155b
ENSG00000263628,ENST00000577482,miRNA,MIR3155A,MI0014183,hsa-mir-3155a
ENSG00000266363,ENST00000584981,miRNA,AC069243.1,,
ENSG00000265436,ENST00000582177,miRNA,BX088647.1,,
ENSG00000221520,ENST00000408593,miRNA,MIR1285-1,MI0006346,hsa-mir-1285-1
ENSG00000208014,ENST00000385279,miRNA,MIR653,MI0003674,hsa-mir-653
ENSG00000207656,ENST00000384923,miRNA,MIR489,MI0003124,hsa-mir-489
ENSG00000265423,ENST00000583734,miRNA,MIR4652,MI0017280,hsa-mir-4652
ENSG00000265505,ENST00000577651,miRNA,MIR4640,MI0017267,hsa-mir-4640
ENSG00000264579,ENST00000582497,miRNA,hsa-mir-877,MI0005561,hsa-mir-877
ENSG00000272450,ENST00000606350,miRNA,BX119957.2,,
ENSG00000263998,ENST00000579220,miRNA,BX119957.1,,
ENSG00000266384,ENST00000584183,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000266406,ENST00000581342,miRNA,hsa-mir-1236,MI0006326,hsa-mir-1236
ENSG00000208025,ENST00000385290,miRNA,MIR591,MI0003603,hsa-mir-591
ENSG00000220987,ENST00000408060,miRNA,AC084368.1,,
ENSG00000238385,ENST00000459512,miRNA,AC004458.1,,
ENSG00000210741,ENST00000388006,miRNA,MIR196A1,MI0000238,hsa-mir-196a-1
ENSG00000263602,ENST00000583892,miRNA,MIR3185,MI0014227,hsa-mir-3185
ENSG00000263719,ENST00000580425,miRNA,MIR4523,MI0016890,hsa-mir-4523
ENSG00000264552,ENST00000578722,miRNA,AC105030.1,,
ENSG00000264412,ENST00000578425,miRNA,MIR3135B,MI0016809,hsa-mir-3135b
ENSG00000265850,ENST00000577559,miRNA,MIR4797,MI0017444,hsa-mir-4797
ENSG00000265989,ENST00000583279,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000221192,ENST00000408265,miRNA,AC004745.1,,
ENSG00000265895,ENST00000584324,miRNA,hsa-mir-1236,MI0006326,hsa-mir-1236
ENSG00000221048,ENST00000408121,miRNA,AC079781.1,,
ENSG00000216042,ENST00000401223,miRNA,MIR922,MI0005714,hsa-mir-922
ENSG00000265412,ENST00000585157,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000264555,ENST00000578791,miRNA,hsa-mir-1236,MI0006326,hsa-mir-1236
ENSG00000252789,ENST00000516980,miRNA,AC006487.1,,
ENSG00000264244,ENST00000581730,miRNA,CR753846.4,,
ENSG00000266331,ENST00000583424,miRNA,AL662845.1,,
ENSG00000264962,ENST00000584563,miRNA,CR752645.1,,
ENSG00000266130,ENST00000577365,miRNA,hsa-mir-219a-1,MI0000296,hsa-mir-219a-1
ENSG00000264836,ENST00000580138,miRNA,hsa-mir-219a-1,MI0000296,hsa-mir-219a-1
ENSG00000265767,ENST00000577608,miRNA,MIR4745,MI0017384,hsa-mir-4745
ENSG00000263414,ENST00000583431,miRNA,MIR3187,MI0014231,hsa-mir-3187
ENSG00000266399,ENST00000581992,miRNA,AC027307.2,,
ENSG00000222720,ENST00000410788,miRNA,AC027307.1,,
ENSG00000223244,ENST00000411312,miRNA,MIR1909,MI0008330,hsa-mir-1909
ENSG00000221411,ENST00000408484,miRNA,MIR1227,MI0006316,hsa-mir-1227
ENSG00000267021,ENST00000592276,miRNA,MIR4321,MI0015852,hsa-mir-4321
ENSG00000266731,ENST00000577553,miRNA,AL732314.1,,
ENSG00000264510,ENST00000581137,miRNA,BX649553.3,,
ENSG00000264819,ENST00000580687,miRNA,BX649553.4,,
ENSG00000263980,ENST00000578699,miRNA,BX649553.2,,
ENSG00000265658,ENST00000580266,miRNA,MIR3690,MI0023561,hsa-mir-3690-2
ENSG00000265658,ENST00000580266,miRNA,MIR3690,MI0016091,hsa-mir-3690-1
ENSG00000263835,ENST00000583047,miRNA,BX649553.1,,
